hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,1,2015,October,41,4,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,47,0,0,Check-Out,10/5/2015
Resort Hotel,0,0,2015,October,41,4,2,0,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient-Party,56,0,0,Check-Out,10/6/2015
Resort Hotel,1,338,2015,October,41,4,2,0,55,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Group,0,0,0,Canceled,1/2/2015
Resort Hotel,1,34,2015,October,41,4,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,117,0,0,Canceled,9/11/2015
Resort Hotel,1,34,2015,October,41,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242,,0,Transient,122,0,0,Canceled,9/21/2015
Resort Hotel,0,81,2015,October,41,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,175,,0,Transient,63.66,0,0,Check-Out,10/11/2015
Resort Hotel,0,26,2015,October,41,4,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,68.43,0,1,Check-Out,10/11/2015
Resort Hotel,0,75,2015,October,41,4,4,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,60.4,0,1,Check-Out,10/14/2015
Resort Hotel,0,54,2015,October,41,4,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,78.2,0,0,Check-Out,10/15/2015
Resort Hotel,1,170,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15,,0,Transient,44.5,0,0,Canceled,7/17/2015
Resort Hotel,0,69,2015,October,41,4,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,41.25,0,1,Check-Out,10/9/2015
Resort Hotel,0,69,2015,October,41,4,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,6,,0,Transient,40.05,0,1,Check-Out,10/9/2015
Resort Hotel,1,38,2015,October,41,4,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,117,0,1,Canceled,8/31/2015
Resort Hotel,0,90,2015,October,41,4,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,107.43,0,0,Check-Out,10/18/2015
Resort Hotel,0,111,2015,October,41,4,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,57.67,0,0,Check-Out,10/10/2015
Resort Hotel,0,18,2015,October,41,4,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,63.47,0,1,Check-Out,10/10/2015
Resort Hotel,0,4,2015,October,41,4,1,0,1,0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,42.3,0,0,Check-Out,10/5/2015
Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,208,,0,Transient,50,0,0,Canceled,1/30/2015
Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208,,0,Transient,50,0,0,Canceled,1/30/2015
Resort Hotel,0,23,2015,October,41,4,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,E,0,No Deposit,314,,0,Contract,46.4,0,0,Check-Out,10/6/2015
Resort Hotel,0,1,2015,October,41,4,1,0,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,56,0,1,Check-Out,10/5/2015
Resort Hotel,0,0,2015,October,41,4,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,76,0,0,Check-Out,10/5/2015
Resort Hotel,0,0,2015,October,41,4,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient-Party,66,0,0,Check-Out,10/5/2015
Resort Hotel,0,0,2015,October,41,4,1,0,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,86,1,0,Check-Out,10/5/2015
Resort Hotel,0,1,2015,October,41,4,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,82,1,1,Check-Out,10/5/2015
Resort Hotel,0,249,2015,October,41,4,2,0,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,56.4,1,0,Check-Out,10/6/2015
Resort Hotel,0,1,2015,October,41,4,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,76,0,0,Check-Out,10/6/2015
Resort Hotel,0,0,2015,October,41,4,2,0,1,0,0,BB,IRL,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,47,0,0,Check-Out,10/6/2015
Resort Hotel,0,0,2015,October,41,4,2,0,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,76,1,0,Check-Out,10/6/2015
Resort Hotel,0,53,2015,October,41,4,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,250,,0,Transient,65.4,1,2,Check-Out,10/8/2015
Resort Hotel,0,273,2015,October,41,4,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,,0,Contract,48.6,0,0,Check-Out,10/8/2015
Resort Hotel,0,67,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,52.4,0,1,Check-Out,10/9/2015
Resort Hotel,0,62,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,50.4,0,1,Check-Out,10/9/2015
Resort Hotel,0,69,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,50.4,0,1,Check-Out,10/9/2015
Resort Hotel,0,236,2015,October,41,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,50.03,0,1,Check-Out,10/11/2015
Resort Hotel,0,275,2015,October,41,4,4,10,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,,0,Contract,47.33,0,0,Check-Out,10/18/2015
Resort Hotel,0,7,2015,October,41,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,60.3,1,1,Check-Out,10/6/2015
Resort Hotel,0,1,2015,October,41,5,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,240,,0,Group,61.5,0,1,Check-Out,10/7/2015
Resort Hotel,0,69,2015,October,41,5,1,1,2,0,0,HB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,88,0,1,Check-Out,10/7/2015
Resort Hotel,1,7,2015,October,41,5,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,110,0,Transient,56.95,0,0,Canceled,10/2/2015
Resort Hotel,0,10,2015,October,41,5,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,67,0,1,Check-Out,10/9/2015
Resort Hotel,0,55,2015,October,41,5,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,2,,0,Contract,54.5,0,0,Check-Out,10/9/2015
Resort Hotel,0,10,2015,October,41,5,1,3,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,67,0,2,Check-Out,10/9/2015
Resort Hotel,0,52,2015,October,41,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,,0,Transient,54.72,0,0,Check-Out,10/12/2015
Resort Hotel,0,14,2015,October,41,5,2,5,2,0,1,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,241,,0,Transient,83.6,0,2,Check-Out,10/12/2015
Resort Hotel,0,17,2015,October,41,5,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73,1,1,Check-Out,10/12/2015
Resort Hotel,1,74,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,86,0,2,Canceled,8/11/2015
Resort Hotel,1,74,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,86,0,2,Canceled,8/11/2015
Resort Hotel,0,207,2015,October,41,5,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,,0,Transient,65.45,0,0,Check-Out,10/15/2015
Resort Hotel,1,102,2015,October,41,5,3,9,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,71.67,0,0,Canceled,6/26/2015
Resort Hotel,1,216,2015,October,41,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,E,0,No Deposit,171,,0,Transient,57.6,0,0,Canceled,9/3/2015
Resort Hotel,1,277,2015,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,E,E,0,Non Refund,273,,0,Transient,88,0,0,Canceled,10/2/2015
Resort Hotel,1,277,2015,October,41,5,4,10,2,0,0,HB,GBR,Groups,Direct,0,1,0,D,D,0,Non Refund,273,,0,Transient,78.5,0,0,Canceled,10/2/2015
Resort Hotel,1,277,2015,October,41,5,4,10,1,0,0,HB,GBR,Groups,Direct,0,1,0,A,A,0,Non Refund,273,,0,Transient,48.5,0,0,Canceled,10/2/2015
Resort Hotel,0,0,2015,October,41,5,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,47,1,0,Check-Out,10/6/2015
Resort Hotel,0,0,2015,October,41,5,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,56,0,0,Check-Out,10/6/2015
Resort Hotel,0,0,2015,October,41,5,1,0,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,,,0,Transient,67,0,0,Check-Out,10/6/2015
Resort Hotel,0,25,2015,October,41,5,1,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,8,,0,Transient,44.5,0,0,Check-Out,10/7/2015
Resort Hotel,0,0,2015,October,41,5,1,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,F,2,No Deposit,240,,0,Transient,65,1,1,Check-Out,10/8/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,1,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,1,No Deposit,,174,0,Transient-Party,76,1,0,Check-Out,10/9/2015
Resort Hotel,0,19,2015,October,41,5,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,156,,0,Transient,42.28,0,0,Check-Out,10/9/2015
Resort Hotel,0,47,2015,October,41,5,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,15,,0,Transient,46.5,0,0,Check-Out,10/9/2015
Resort Hotel,0,89,2015,October,41,5,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,,0,Transient,62,1,1,Check-Out,10/9/2015
Resort Hotel,0,0,2015,October,41,5,1,3,2,0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,174,0,Transient-Party,109,0,0,Check-Out,10/9/2015
Resort Hotel,0,90,2015,October,41,5,1,4,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,47,0,0,Check-Out,10/10/2015
Resort Hotel,0,88,2015,October,41,5,1,4,2,0,0,BB,CN,Complementary,TA/TO,0,0,0,A,C,1,No Deposit,96,,0,Transient,6,1,0,Check-Out,10/10/2015
Resort Hotel,0,55,2015,October,41,5,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,314,,0,Contract,52.8,0,0,Check-Out,10/10/2015
Resort Hotel,0,53,2015,October,41,5,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,59.6,0,2,Check-Out,10/10/2015
Resort Hotel,0,1,2015,October,41,5,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Group,74.82,0,1,Check-Out,10/11/2015
Resort Hotel,0,49,2015,October,41,5,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,56.4,0,1,Check-Out,10/15/2015
Resort Hotel,1,74,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,86,0,2,Canceled,8/11/2015
Resort Hotel,1,74,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,86,0,2,Canceled,8/11/2015
Resort Hotel,1,74,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,86,0,2,Canceled,8/11/2015
City Hotel,0,41,2015,October,40,1,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,103.05,0,0,Check-Out,10/3/2015
City Hotel,0,22,2015,October,40,1,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,88.17,0,1,Check-Out,10/3/2015
City Hotel,0,33,2015,October,40,1,0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Group,79.35,0,1,Check-Out,10/3/2015
City Hotel,0,33,2015,October,40,1,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Group,79.35,0,1,Check-Out,10/3/2015
City Hotel,1,33,2015,October,40,1,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,79.35,0,1,Canceled,9/30/2015
City Hotel,0,22,2015,October,40,1,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,127,0,1,Check-Out,10/4/2015
City Hotel,0,48,2015,October,40,1,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,105.9,0,1,Check-Out,10/4/2015
City Hotel,0,47,2015,October,40,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.05,0,1,Check-Out,10/5/2015
City Hotel,0,47,2015,October,40,1,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.05,0,2,Check-Out,10/5/2015
City Hotel,0,3,2015,October,40,1,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,54.75,0,1,Check-Out,10/5/2015
City Hotel,0,38,2015,October,40,1,2,3,1,0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,58,0,1,Check-Out,10/6/2015
City Hotel,0,48,2015,October,40,1,2,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,111.6,0,0,Check-Out,10/6/2015
City Hotel,0,64,2015,October,40,1,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19,,59,Transient-Party,100,0,0,Check-Out,10/7/2015
City Hotel,1,199,2015,October,40,1,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,94.5,0,0,Canceled,4/27/2015
City Hotel,1,349,2015,October,40,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,0,2015,October,40,1,0,1,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,No Deposit,,45,0,Transient,0,0,0,Canceled,10/1/2015
City Hotel,1,15,2015,October,40,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,,0,Contract,123.33,0,1,Canceled,9/17/2015
City Hotel,1,14,2015,October,40,1,2,7,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,,0,Contract,122.11,0,1,Canceled,9/29/2015
City Hotel,1,6,2015,October,40,1,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,100,0,0,Canceled,9/30/2015
City Hotel,1,19,2015,October,40,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,111.75,0,1,No-Show,10/1/2015
City Hotel,0,8,2015,October,40,1,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,92.4,0,0,Check-Out,10/2/2015
City Hotel,0,1,2015,October,40,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,0,Check-Out,10/2/2015
City Hotel,0,9,2015,October,40,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40,0,Transient,65,0,0,Check-Out,10/2/2015
City Hotel,0,3,2015,October,40,1,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45,0,Transient,0,0,0,Check-Out,10/2/2015
City Hotel,0,0,2015,October,40,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,126,0,0,Check-Out,10/2/2015
City Hotel,0,1,2015,October,40,1,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,96,0,0,Check-Out,10/2/2015
City Hotel,0,2,2015,October,40,1,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,120,0,1,Check-Out,10/2/2015
City Hotel,0,3,2015,October,40,1,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Contract,120,0,1,Check-Out,10/2/2015
City Hotel,0,3,2015,October,40,1,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120,0,0,Check-Out,10/2/2015
City Hotel,0,0,2015,October,40,1,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,126,0,2,Check-Out,10/2/2015
City Hotel,0,0,2015,October,40,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,96,0,Transient,109,0,1,Check-Out,10/2/2015
City Hotel,0,16,2015,October,40,1,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Contract,142,0,4,Check-Out,10/3/2015
City Hotel,0,16,2015,October,40,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,2,Check-Out,10/3/2015
City Hotel,0,12,2015,October,40,1,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Group,117.04,0,1,Check-Out,10/3/2015
City Hotel,0,17,2015,October,40,1,0,2,1,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,73.88,0,3,Check-Out,10/3/2015
City Hotel,0,17,2015,October,40,1,0,2,1,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,73.88,0,3,Check-Out,10/3/2015
City Hotel,0,0,2015,October,40,1,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,135.5,0,2,Check-Out,10/3/2015
City Hotel,0,16,2015,October,40,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,107,0,0,Check-Out,10/3/2015
City Hotel,0,17,2015,October,40,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,113.33,0,2,Check-Out,10/4/2015
City Hotel,0,16,2015,October,40,1,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,123.33,0,1,Check-Out,10/4/2015
City Hotel,0,0,2015,October,40,1,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,138.67,0,0,Check-Out,10/4/2015
City Hotel,0,17,2015,October,40,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,113.33,0,1,Check-Out,10/4/2015
City Hotel,0,10,2015,October,40,1,0,3,1,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,159.67,0,0,Check-Out,10/4/2015
City Hotel,0,17,2015,October,40,1,0,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,113.33,0,0,Check-Out,10/4/2015
City Hotel,0,16,2015,October,40,1,0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,113.33,0,1,Check-Out,10/4/2015
City Hotel,0,13,2015,October,40,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,176.67,0,1,Check-Out,10/4/2015
